budget,genres,movie_id,original_language,original_title,popularity,release_date,revenue,runtime,movie_name,vote_average,vote_count,Director,Producer,Actor_1,Actor_2,company_name,keyword_names
30000000,Science Fiction|Action|Adventure|Thriller,172,en,Star Trek V: The Final Frontier,19.578249,1989-06-09,70200000,107.0,Star Trek V: The Final Frontier,5.6,376,William Shatner,Harve Bennett,William Shatner,Leonard Nimoy,Paramount Pictures,uss enterprise-a loss of loved one self sacrifice starship hostage spacecraft teleportation liberation of hostage half-brother space western romulans belief in god cult leader space opera levitation deity el capitan outer space jailbreak
5000000,Adventure|Drama|Science Fiction,173,en,"20,000 Leagues Under the Sea",9.358197,1954-12-23,28200000,127.0,"20,000 Leagues Under the Sea",6.8,157,Richard Fleischer,Walt Disney,Kirk Douglas,James Mason,Walt Disney Productions,diving ocean submarine jules verne captain atlantis deep sea war ship diving suit harpoon ship steampunk scuba diving underwater scuba technicolor captain nemo giant  squid
27000000,Science Fiction|Action|Adventure|Thriller,174,en,Star Trek VI: The Undiscovered Country,16.188572,1991-12-05,96900000,113.0,Star Trek VI: The Undiscovered Country,6.7,413,Nicholas Meyer,Ralph Winter,William Shatner,Leonard Nimoy,Paramount Pictures,farewell peace conference uss enterprise-a rura penthe starship spacecraft court case teleportation peace contract plan conspiracy political assassination space opera mentor protégé relationship environmental disaster outer space
1200000,Horror|Mystery|Crime,176,en,Saw,63.655973,2004-10-01,103911669,103.0,Saw,7.2,2184,James Wan,Oren Koules,Cary Elwes,Danny Glover,Lions Gate Films,detective shotgun sadism flashback hospital doctor torture sadist cult film survival horror chained bludgeoning death match booby trap mind game extreme violence
24000000,Comedy|Drama,177,en,The Fisher King,16.146572,1991-09-09,41895491,137.0,The Fisher King,7.2,341,Terry Gilliam,Lynda Obst,Jeff Bridges,Robin Williams,TriStar Pictures,holy grail loss of loved one homeless person sense of guilt suppressed past yuppie cynic self-discovery housebreaking forgiveness gun rampage talk show legend unsociability mental illness
80000000,Crime|Thriller,179,en,The Interpreter,18.69984,2005-04-08,162944923,128.0,The Interpreter,6.2,392,Sydney Pollack,Kevin Misher,Nicole Kidman,Sean Penn,Universal Pictures,new york city dictator africa destruction of a civilization assassination resistance fbi revenge murder united nations witness to murder resistance fighter
102000000,Action|Thriller|Science Fiction|Mystery,180,en,Minority Report,65.948959,2002-06-20,358372926,145.0,Minority Report,7.1,2608,Steven Spielberg,Walter F. Parkes,Tom Cruise,Colin Farrell,DreamWorks SKG,"self-fulfilling prophecy washington dc, usa based on novel or book future precognition hologram dystopia murder conspiracy police chase murder investigation tech noir neo-noir missing son future noir backyard surgery surveillance state 2050s"
32000000,War|Crime|Drama|Mystery|Romance|Thriller,182,en,The Good German,5.347936,2006-12-08,5914908,108.0,The Good German,5.9,86,Steven Soderbergh,,George Clooney,Cate Blanchett,Warner Bros.,"berlin, germany corruption love of one's life chauffeur black market missile nazi war correspondent allies truth murder black and white post war humanity"
12000000,Comedy|Crime|Romance,184,en,Jackie Brown,40.631671,1997-12-24,39673162,154.0,Jackie Brown,7.3,1514,Quentin Tarantino,Lawrence Bender,Pam Grier,Samuel L. Jackson,Miramax Films,"based on novel or book airport arms deal stewardess police heist money los angeles, california drugs ex-con neo-noir"
27000000,Drama|Thriller|Crime|Mystery,186,en,Lucky Number Slevin,36.921445,2006-02-24,56308881,110.0,Lucky Number Slevin,7.4,1323,Paul McGuigan,Robert Kravis,Josh Hartnett,Bruce Willis,The Weinstein Company,assassination assassin identity sniper fbi mistake in person gangster gambling debt boss murder sniper rifle horse racing gambler hoodlum
40000000,Action|Thriller|Crime,187,en,Sin City,66.003433,2005-04-01,158733820,124.0,Sin City,7.2,2691,Frank Miller,Elizabeth Avellan,Jessica Alba,Devon Aoki,Dimension Films,dystopia based on comic held captive based on graphic novel mysterious killer doing the right thing silhouette neo-noir short stories
65000000,Crime|Thriller,189,en,Sin City: A Dame to Kill For,85.428395,2014-08-20,39407616,102.0,Sin City: A Dame to Kill For,6.3,1286,Frank Miller,Stephen L'Heureux,Mickey Rourke,Jessica Alba,Miramax Films,detective dystopia dominatrix murder twins based on graphic novel dark horse comics neo-noir
38000000,Science Fiction|Action|Adventure|Thriller,193,en,Star Trek: Generations,14.779041,1994-11-17,120000000,118.0,Star Trek: Generations,6.4,452,David Carson,Peter Lauritson,Patrick Stewart,Jonathan Frakes,Paramount Pictures,loss of loved one android starship spacecraft teleportation death space opera exploding planet mountain cabin solar system cosmos spanning generations legendary hero spaceship crash outer space emotional instability generazioni
10000000,Comedy|Romance,194,fr,Le fabuleux destin d'Amélie Poulain,73.720244,2001-04-25,173921954,122.0,Amélie,7.8,3310,Jean-Pierre Jeunet,Arne Meerkamp van Embden,Audrey Tautou,Mathieu Kassovitz,France 3 Cinéma,"paris, france love triangle ghost train sex shop shyness daughter garden gnome journey around the world photography magic realism montmartre, paris"
40000000,Adventure|Comedy|Family|Science Fiction,196,en,Back to the Future Part III,45.769562,1990-05-25,244527583,118.0,Back to the Future Part III,7.1,2900,Robert Zemeckis,Neil Canton,Michael J. Fox,Christopher Lloyd,Universal Pictures,california indian territory sports car inventor locomotive saloon horseback riding time travel outlaw sequel mad scientist native american shootout gunfight train wild west cavalry 1950s hoverboard
72000000,Action|Drama|History|War,197,en,Braveheart,60.722162,1995-05-24,210000000,177.0,Braveheart,7.7,3336,Mel Gibson,Dean Lopata,Mel Gibson,Catherine McCormack,Icon Entertainment International,勇敢的心 braveheart
46000000,Science Fiction|Action|Adventure|Thriller,199,en,Star Trek: First Contact,25.6713,1996-11-21,150000000,111.0,Star Trek: First Contact,7.0,661,Jonathan Frakes,Peter Lauritson,Patrick Stewart,Jonathan Frakes,Paramount Pictures,borg enterprise-e cyborg montana resistance inventor starship repayment obsession spacecraft teleportation time travel speed of light business start-up space opera first contact outer space traumatized man
70000000,Science Fiction|Action|Adventure|Thriller,200,en,Star Trek: Insurrection,19.711951,1998-12-10,118000000,103.0,Star Trek: Insurrection,6.3,391,Jonathan Frakes,Michael Piller,Patrick Stewart,Jonathan Frakes,Paramount Pictures,fountain of youth starship spacecraft utopia teleportation insurrection alien space opera retribution spacecraft officer exploding ship cosmos technophobia synthetic android outer space
60000000,Science Fiction|Action|Adventure|Thriller,201,en,Star Trek: Nemesis,21.605533,2002-12-13,67312826,117.0,Star Trek: Nemesis,6.1,479,Stuart Baird,Peter Lauritson,Patrick Stewart,Jonathan Frakes,Paramount Pictures,clone assassination ambush enterprise-e romulus android senate self sacrifice starship telepathy spacecraft teleportation romulans space opera outer space
500000,Drama|Crime,203,en,Mean Streets,17.002096,1973-10-02,3000000,110.0,Mean Streets,7.2,345,Martin Scorsese,Jonathan T. Taplin,Harvey Keitel,Robert De Niro,Scorsese Productions,"epilepsy protection money gangster secret love money redemption little italy manhattan, new york city"
17500000,Drama|History|War,205,en,Hotel Rwanda,28.60542,2004-09-11,38000000,121.0,Hotel Rwanda,7.5,793,Terry George,A. Kitman Ho,Don Cheadle,Sophie Okonedo,Lions Gate Films,rwanda refugee refugee camp militia rwandan genocide murder slaughter dead body atrocity african cruelty genocide united nations death
16400000,Drama,207,en,Dead Poets Society,55.458584,1989-06-02,235860116,129.0,Dead Poets Society,8.1,2705,Peter Weir,Tony Thomas,Robin Williams,Ethan Hawke,Touchstone Pictures,individual philosophy poetry professor literature friendship teacher coming of age school play vermont schoolteacher preparatory school 1950s teenager
10000000,Horror|Thriller|Crime,214,en,Saw III,33.124871,2006-10-27,163876815,108.0,Saw III,6.1,1071,Darren Lynn Bousman,Oren Koules,Tobin Bell,Shawnee Smith,Lions Gate Films,brain tumor suffocation sadism torture survival horror death match mutilation mind game
4000000,Horror,215,en,Saw II,42.187986,2005-10-28,152925093,92.0,Saw II,6.3,1251,Darren Lynn Bousman,Oren Koules,Tobin Bell,Shawnee Smith,Lions Gate Films,riddle sadism serial killer torture survival horror death match mind game
185000000,Adventure|Action,217,en,Indiana Jones and the Kingdom of the Crystal Skull,75.674458,2008-05-21,786636033,122.0,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495,Steven Spielberg,Frank Marshall,Harrison Ford,Cate Blanchett,Lucasfilm,"saving the world riddle whip treasure mexico city, mexico leather jacket machinegun maya civilization peru treasure hunt nuclear explosion alien refrigerator archaeologist adventurer area 51 archeology 1950s father son relationship"
6400000,Action|Thriller|Science Fiction,218,en,The Terminator,74.234793,1984-10-26,78371200,108.0,The Terminator,7.3,4128,James Cameron,Gale Anne Hurd,Arnold Schwarzenegger,Michael Biehn,Orion Pictures,"saving the world artificial intelligence rebel cyborg laser gun shotgun killer robot villain time travel dystopia slasher los angeles, california urban setting future war savior tech noir time paradox action hero griffith observatory good versus evil 2020s terminator"
12899867,Comedy|Drama|Romance,219,es,Volver,19.747809,2006-03-16,85582407,121.0,Volver,7.3,406,Pedro Almodóvar,Esther García,Penélope Cruz,Carmen Maura,El Deseo,"child abuse rape fire sexual abuse madrid, spain return solidarity village superstition death ghost abusive father"
1288000,Drama|Mystery,223,en,Rebecca,18.426825,1940-04-12,6000000,130.0,Rebecca,7.7,336,Alfred Hitchcock,David O. Selznick,Laurence Olivier,Joan Fontaine,Selznick International Pictures,"monte carlo based on novel or book age difference obsession bride cornwall, england love film noir rural area devotion housekeeper death estate costume party second wife"
2000000,Crime|Drama,226,en,Boys Don't Cry,15.557144,1999-09-02,11540607,118.0,Boys Don't Cry,7.2,353,Kimberly Peirce,Morton Swinsky,Hilary Swank,Chloë Sevigny,Fox Searchlight Pictures,rape identity small town based on true story love friends murder romance cross dressing anger hate crime woman director nebraska trans man small town murder transphobia gender identity 1990s rural town
10000000,Crime|Drama,227,en,The Outsiders,13.455373,1983-03-25,33697647,91.0,The Outsiders,6.9,291,Francis Ford Coppola,Fred Roos,Matt Dillon,Ralph Macchio,American Zoetrope,"street gang based on novel or book children's home coming of age gang juvenile delinquent tulsa, oklahoma based on young adult novel teenager"
50000000,Drama|Thriller,231,en,Syriana,16.871194,2005-11-23,94000000,128.0,Syriana,6.3,451,Stephen Gaghan,Michael Nozik,George Clooney,Matt Damon,Section Eight,middle east cia capitalism globalization persia war on terror petrol conspiracy false flag geopolitics u.s. imperialism war for oil
8000000,Crime|Drama,235,en,Stand by Me,51.109279,1986-08-22,52287414,89.0,Stand by Me,7.8,1522,Rob Reiner,Andrew Scheinman,Wil Wheaton,River Phoenix,Columbia Pictures,"based on novel or book oregon, usa leech friendship coming of age railroad track story within the story flipping coin campfire story pie eating told in flashback child 1950s boys coin toss"
6000000,Drama|Crime,238,en,The Godfather,143.659698,1972-03-14,245066411,175.0,The Godfather,8.4,5893,Francis Ford Coppola,Albert S. Ruddy,Marlon Brando,Al Pacino,Paramount Pictures,italy loss of loved one love at first sight based on novel or book europe symbolism patriarch organized crime mafia lawyer religion revenge motive crime family sicilian mafia religious hypocrisy gun violence rise to power dead horse gang violence 1940s 1950s mafia war
2883848,Comedy|Romance,239,en,Some Like It Hot,39.30982,1959-03-18,25000000,122.0,Some Like It Hot,8.0,808,Billy Wilder,Doane Harrison,Marilyn Monroe,Tony Curtis,The Mirisch Corporation,"chicago, illinois florida witness musician gay interest mafia cross dressing black and white train buddy spats all girl band st. valentine's day massacre sugar valentine's day dressing"
13000000,Drama|Crime,240,en,The Godfather: Part II,105.792936,1974-12-20,47542841,200.0,The Godfather: Part II,8.3,3338,Francis Ford Coppola,Mona Skager,Al Pacino,Robert Duvall,Paramount Pictures,italy italian american cuba symbolism gangster melancholy praise revenge organized crime mafia lawyer suburb corrupt politician
54000000,Crime|Drama|Thriller,242,en,The Godfather: Part III,59.194915,1990-12-24,136766062,162.0,The Godfather: Part III,7.1,1546,Francis Ford Coppola,Charles Mulvehill,Al Pacino,Diane Keaton,Paramount Pictures,italy christianity new york city assassination italian american vatican pope confession helicopter symbolism gangster daughter revenge organized crime mafia lawyer
30000000,Comedy|Drama|Romance|Music,243,en,High Fidelity,23.982956,2000-03-17,47126295,113.0,High Fidelity,7.0,628,Stephen Frears,Rudd Simmons,John Cusack,Iben Hjejle,Buena Vista,"chicago, illinois music record rock 'n' roll disc jockey pop ex-girlfriend music journalist relationship problems record label flashback fear of commitment breaking the fourth wall falling in love break-up record record album music scene breaking up with boyfriend music culture record store top five dating history"
27000000,Drama|Comedy|Romance,245,en,About a Boy,28.227984,2002-04-26,129000000,101.0,About a Boy,6.6,607,Paul Weitz,Jane Rosenthal,Hugh Grant,Nicholas Hoult,Universal Pictures,"london, england rock 'n' roll single parent based on novel or book rap music bachelor becoming an adult friendship single"
